"x","y"
13.064934,497.403389
27.131607,459.219732
42.204722,424.050698
73.352691,378.831353
98.476117,345.6705
121.586659,330.597385
138.667955,328.589204
151.732889,328.589204
179.870938,331.603827
221.069218,350.693304
242.171579,379.837795
259.252875,409.984025
276.334171,447.16124
298.442974,486.351339
305.478662,506.447258
