"x","y"
36.6608,246.1712
47.1416,225.2184
72.2832,213.6992
97.4248,218.9352
115.2272,223.124
148.7552,226.2656
192.7464,234.652
237.7936,239.888
277.596,248.2656
294.36,259.7936
303.7848,271.3128
