"x","y"
1.1736,2.4559
1.4562,2.1299
1.8257,1.8039
2.2821,1.6735
2.6733,1.6518
3.2166,1.8257
3.6948,2.043
4.0425,2.4342
4.412,2.9341
4.5424,3.1514
