"x","y"
8.037427,366.772861
15.073115,340.647696
34.167295,297.436532
58.279576,260.259317
87.424067,233.12771
122.593101,211.018907
153.74107,203.987922
179.870938,209.010726
218.054595,226.092022
247.194383,251.215448
268.296744,277.340613
285.37804,326.57632
298.442974,366.772861
298.442974,389.883403
303.465778,417.01501
307.486843,448.167682
313.516089,482.330274
316.530712,498.409831
