"x","y"
1.1736,6.8027
1.4127,6.455
1.8909,6.0421
2.3473,5.9116
2.7385,5.9116
3.1297,5.9551
3.5644,6.1507
3.9121,6.455
4.2816,6.8245
4.5424,7.1722
