"x","y"
9.043869,166.806004
22.108803,140.680839
44.212903,103.498921
94.455052,78.380198
131.63697,76.367314
170.827069,76.367314
214.03353,84.409444
253.223629,99.482559
297.436532,120.58492
320.551777,149.724708
