"x","y"
176.396778,842.460588
304.149492,784.695762
489.667032,708.658389
739.060929,656.943048
915.457707,656.943048
1140.529572,650.86254
1277.403048,672.144318
1447.719318,720.819405
1590.673302,772.534746
1706.233977,842.460588
1833.986691,894.175929
2013.423723,1006.69635
